NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
MROH8	2	236618_at:232185_at	
RBBP6	8	212781_at:223802_s_at:212783_at:205178_s_at:1552329_at:227635_at:232044_at:228814_at	
MROH7	1	214147_at	
RBBP7	1	201092_at	
MROH6	1	227672_at	
MEST	1	202016_at	
FDXACB1	1	229989_at	
SMARCE1	4	229511_at:211988_at:211989_at:236016_at	
RNF20	1	222683_at	
RNF24	4	204669_s_at:210706_s_at:204668_at:226542_at	
RNF25	1	218861_at	
RNF26	2	224338_s_at:224947_at	
PNRC1	1	209034_at	
PNRC2	2	217779_s_at:222406_s_at	
LOC102724880	1	240069_at	
TRMT61A	3	1554317_s_at:221907_at:52741_at	
TRMT61B	1	221229_s_at	
BET1	1	202710_at	
SLC46A3	1	214719_at	
PEX5L-AS2	1	240708_at	
SLC46A1	5	1558703_at:1552279_a_at:213259_s_at:1552278_a_at:233531_at	
LOC283922	1	1558999_x_at	
SLC46A2	1	223816_at	
ABRA	2	1552732_at:1552731_at	
LOC102724814	2	1557263_s_at:1557262_at	
GOLGA2	4	225672_at:204384_at:211059_s_at:35436_at	
GOLGA3	3	1554987_at:202106_at:226949_at	
GOLGA4	2	215203_at:201567_s_at	
GOLGA5	1	218241_at	
GOLGA1	2	203384_s_at:203383_s_at	
OR4C1P	2	1567271_at:1567270_at	
GOLGA7	2	1554167_a_at:217819_at	
EYS	1	233996_x_at	
MCCC2	3	209624_s_at:1560033_at:209623_at	
ABT1	1	218405_at	
IQCF5	1	231525_at	
IQCF6	1	236661_at	
IQCF3	1	1555235_s_at	
RRP7BP	1	214828_s_at	
MCCC1	1	218440_at	
MTUS1	4	212095_s_at:239576_at:212096_s_at:212093_s_at	
MTUS2	4	214961_at:244676_s_at:1554755_a_at:237858_s_at	
IQCF1	2	1555001_at:1552997_a_at	
OVOL1	2	206604_at:229396_at	
IQCF2	1	236767_at	
OVOL3	1	216311_at	
MTURN	2	227000_at:226018_at	
OVOL2	2	206048_at:211778_s_at	
AFG3L2	3	232919_at:1557820_at:202486_at	
COX7A2L	1	201256_at	
AKAP9	3	207870_at:215483_at:210962_s_at	
GUF1	2	222770_s_at:218884_s_at	
RELCH	2	225508_at:225506_at	
EZR	5	208622_s_at:217234_s_at:208623_s_at:217230_at:208621_s_at	
ANKRA2	1	218769_s_at	
BEX4	1	215440_s_at	
GPM6A	3	209470_s_at:236024_at:209469_at	
BEX3	1	217963_s_at	
BEX2	1	224367_at	
BEX1	1	218332_at	
TSHZ3	2	223392_s_at:223393_s_at	
TSHZ1	2	223283_s_at:223282_at	
TSHZ2	6	238577_s_at:235815_at:244521_at:235616_at:220213_at:243940_at	
GMCL1	1	239355_at	
GMCL2	2	218458_at:234488_s_at	
C17orf100	1	229071_at	
NHLH2	2	214497_s_at:215228_at	
GNG10	1	226859_at	
NHLH1	1	214628_at	
BTN2A3P	1	208585_at	
GPM6B	4	209168_at:209167_at:209169_at:209170_s_at	
PTPRN2	3	203030_s_at:211534_x_at:203029_s_at	
PINLYP	1	213556_at	
STK11IP	1	225713_at	
TREX1	2	34689_at:205875_s_at	
LOC100506639	2	232070_at:237844_at	
MEIG1	1	238158_at	
SLC33A1	4	243724_at:1554148_a_at:203164_at:203165_s_at	
TREX2	1	211788_s_at	
KNOP1	3	213237_at:229558_at:213235_at	
IGFL2	1	231148_at	
IGFL1	1	239430_at	
GNG12	3	1555240_s_at:212294_at:222834_s_at	
C21orf91	2	220941_s_at:226109_at	
GNG11	2	204115_at:239942_at	
GNG13	1	220806_x_at	
CCDC88B	1	223663_at	
LACC1	3	1553141_at:1553142_at:228937_at	
CCDC88A	6	221078_s_at:1562648_at:225045_at:238759_at:219387_at:239233_at	
CDAN1	2	228516_at:231080_at	
GOLGB1	2	201056_at:201057_s_at	
CCDC88C	3	227228_s_at:215343_at:231288_at	
MEIS3P1	1	214077_x_at	
ITM2A	2	202746_at:202747_s_at	
RAB40AL	1	215782_at	
ITM2B	2	217731_s_at:217732_s_at	
ITM2C	1	221004_s_at	
BEX5	1	229963_at	
ACVRL1	2	226950_at:210838_s_at	
OLA1	2	219293_s_at:224525_s_at	
C21orf62	2	220543_at:223923_at	
SNRK-AS1	1	237942_at	
CX3CL1	2	823_at:203687_at	
ANKRD9	3	227959_at:230972_at:244245_at	
C21orf58	6	1553789_a_at:1559438_at:1559439_s_at:1555198_x_at:238541_at:1555197_a_at	
EPM2AIP1	3	202909_at:227847_at:236314_at	
GLIPR1	5	226142_at:204221_x_at:214085_x_at:204222_s_at:226136_at	
GUK1	2	200075_s_at:213621_s_at	
GLIPR2	2	225602_at:225604_s_at	
ANKRD1	1	206029_at	
TNFAIP8L1	1	227420_at	
GNPNAT1	1	225853_at	
FAM182B	4	215487_x_at:216053_x_at:230539_at:222205_x_at	
TNFAIP8L3	1	234279_at	
DLAT	3	213149_at:211150_s_at:212568_s_at	
ANKRD2	1	221232_s_at	
TNFAIP8L2	1	223583_at	
ANKRD7	1	206112_at	
ANKRD6	2	204672_s_at:204671_s_at	
RSPRY1	3	225773_at:225770_at:225774_at	
AVPR1B	1	208260_at	
STRBP	5	229513_at:223246_s_at:233252_s_at:233251_at:223245_at	
AVPR1A	5	206252_s_at:242680_at:238835_at:206251_s_at:206250_x_at	
IGFN1	2	229275_at:1563098_at	
MSS51	1	241793_at	
PALD1	1	231887_s_at	
RPUSD4	1	225398_at	
B3GNT9	1	226058_at	
B3GNT8	1	237338_at	
B3GNT7	4	1552965_a_at:1555963_x_at:1555962_at:232337_at	
MDFIC	4	217599_s_at:211675_s_at:1559942_at:239172_x_at	
POC5	1	227267_at	
B3GNT6	2	1552834_at:1552833_at	
RPUSD1	1	226078_at	
B3GNT5	3	1554835_a_at:1556134_a_at:225612_s_at	
RPUSD2	1	221940_at	
RPUSD3	5	1566603_s_at:225743_at:1566602_at:1555916_at:1561329_s_at	
FRG1	1	204145_at	
B3GNT4	1	221240_s_at	
FAM20B	2	202915_s_at:202916_s_at	
B3GNT3	1	204856_at	
STRAP	2	1558002_at:200870_at	
B3GNT2	3	224154_at:222870_s_at:219326_s_at	
FAM20C	4	229438_at:226722_at:234342_at:234466_at	
FAM181B	3	230994_at:231128_at:231430_at	
ALDOC	1	202022_at	
FAM181A	1	231117_at	
ALDOB	9	243901_at:216600_x_at:204705_x_at:204704_s_at:214423_x_at:211357_s_at:217238_s_at:214424_s_at:241280_at	
FAM20A	4	243221_at:241981_at:242945_at:226804_at	
ALDOA	3	214687_x_at:200966_x_at:238996_x_at	
MYCBP	3	203359_s_at:203360_s_at:203361_s_at	
SLC20A2	1	202744_at	
SLC20A1	2	201920_at:230494_at	
LOC101927702	1	241144_at	
AKAP8	2	203848_at:203847_s_at	
AKAP7	3	205771_s_at:205772_s_at:211172_x_at	
AKAP6	2	205359_at:217669_s_at	
AKAP5	2	207800_at:230846_at	
AKAP4	1	207019_s_at	
AKAP3	1	207344_at	
AKAP1	4	210625_s_at:201674_s_at:210626_at:201675_at	
FAM184B	2	233802_at:233823_at	
FAM184A	3	230841_at:220150_s_at:1558523_at	
NCR3LG1	1	229715_at	
SHOC2	1	202777_at	
SHOC1	2	1553920_at:233504_at	
GAGE12I	1	206640_x_at	
LOC101927709	1	234833_at	
MUC12-AS1	1	238180_at	
OLAH	3	222945_x_at:233126_s_at:219975_x_at	
PCP4L1	1	241382_at	
CXorf51B	1	231159_at	
PDZK1IP1	2	1553589_a_at:219630_at	
FAH	2	236481_at:202862_at	
LBX1	1	208380_at	
PODN	2	226522_at:233148_at	
FAP	1	209955_s_at	
DLC1	5	220512_at:242631_x_at:224822_at:220511_s_at:210762_s_at	
FAS	6	233820_at:216252_x_at:204781_s_at:204780_s_at:237522_at:215719_x_at	
PPY2P	1	220654_at	
FAU	1	200019_s_at	
LOC100506675	2	237267_at:237617_at	
SIRPD	1	232891_at	
LOC101927723	1	1562902_at	
POGK	3	239392_s_at:222564_at:218229_s_at	
OVOS2	1	228245_s_at	
SIRPG	2	234742_at:220485_s_at	
CIB4	1	236378_at	
CIB3	2	1552751_a_at:1552750_at	
CIB2	3	205008_s_at:205007_s_at:214065_s_at	
SDR9C7	1	1553077_at	
CIB1	1	201953_at	
TNFRSF14-AS1	3	232190_x_at:233582_at:233960_s_at	
LOC340090	1	1562492_at	
FBL	1	211623_s_at	
FAM186B	1	224039_at	
FAM186A	2	1562317_at:216595_at	
POGZ	2	215281_x_at:212153_at	
MEIOC	5	1564075_a_at:1566478_at:1562484_at:1566480_x_at:1557206_at	
NUSAP1	2	219978_s_at:218039_at	
SIRPA	3	202896_s_at:202895_s_at:202897_at	
MEIOB	1	237265_at	
LOC105374042	1	1562997_a_at	
TBCCD1	1	206451_at	
ANGEL2	3	221826_at:221825_at:217630_at	
ANGEL1	3	36865_at:244685_at:213099_at	
PAM16	1	218969_at	
SORCS3-AS1	1	237425_at	
CFAP410	7	203996_s_at:203995_at:203993_x_at:203994_s_at:238965_at:238582_at:221975_s_at	
LRRC77P	2	1560168_at:1556920_s_at	
LOC100506691	1	241386_at	
GLTPD2	1	230971_x_at	
RGS9BP	1	1556199_a_at	
ILVBL	2	210624_s_at:202993_at	
TBL1XR1	6	222633_at:222634_s_at:221428_s_at:223013_at:233633_at:235890_at	
KIAA2026	4	236306_at:235021_at:238490_at:228446_at	
FAM185A	2	236182_at:1556373_a_at	
RPL7L1	2	225515_s_at:224738_x_at	
EOGT	1	221935_s_at	
ELMO1	1	204513_s_at	
ELMO2	4	220363_s_at:221528_s_at:55692_at:1554857_at	
RELL1	2	1554714_at:226430_at	
ELMO3	1	219411_at	
RELL2	1	1564031_a_at	
H6PD	4	1555685_at:221892_at:206933_s_at:226160_at	
NID1	3	1561082_at:202007_at:202008_s_at	
NID2	1	204114_at	
SDCBP	1	200958_s_at	
ANTKMT	1	219709_x_at	
ZC3H18	2	226108_at:238416_x_at	
ZC3H13	3	209851_at:212402_at:227536_at	
ZC3H14	3	243948_at:204216_s_at:213064_at	
ZC3H15	3	201593_s_at:201595_s_at:210709_at	
HSPA9	4	200690_at:200691_s_at:200692_s_at:232200_at	
HSPA8	4	210338_s_at:224187_x_at:221891_x_at:208687_x_at	
LOC101927752	2	227092_at:1569492_at	
TGFB2	5	228121_at:209908_s_at:220406_at:209909_s_at:220407_s_at	
TGFB1	2	203084_at:203085_s_at	
HSPA5	2	230031_at:211936_at	
LRRC75B	2	217668_at:228064_at	
TGFB3	2	1555540_at:209747_at	
HSPA4	4	211015_s_at:211016_x_at:208815_x_at:208814_at	
LRRC75A	1	229889_at	
PTCH1	5	208522_s_at:209815_at:209816_at:238754_at:1555520_at	
HSPA6	2	117_at:213418_at	
PTCH2	1	221292_at	
BFAR	1	218056_at	
HSPA2	1	211538_s_at	
NFKBIA	2	231699_at:201502_s_at	
FAM187A	1	228300_at	
DLG1	7	229703_at:202514_at:202515_at:230229_at:202516_s_at:215988_s_at:217208_s_at	
FER	3	227579_at:206412_at:232064_at	
DLG2	2	206253_at:228973_at	
DLG3	4	212729_at:207732_s_at:212728_at:212727_at	
DLG4	2	210684_s_at:204592_at	
FES	1	205418_at	
DLG5	2	201681_s_at:210469_at	
FEV	1	207260_at	
FAM187B	1	242259_at	
TGFBI	1	201506_at	
CLASRP	1	204978_at	
GRSF1	4	201520_s_at:201501_s_at:215030_at:221917_s_at	
NFKBIE	1	203927_at	
NFKBID	3	1553042_a_at:241889_at:230052_s_at	
ANKRD44-IT1	1	1557486_at	
PBOV1	2	208329_at:224257_s_at	
NFKBIB	3	214448_x_at:228388_at:214062_x_at	
HSPB9	1	230510_at	
HSPB6	2	214767_s_at:226304_at	
LOC101927769	1	233784_at	
LRRC74A	2	233941_at:234453_s_at	
HSPB8	2	233057_at:221667_s_at	
LRRC74B	1	1569213_at	
HSPB7	2	218934_s_at:235682_s_at	
HSPB2	1	205824_at	
HSPB1	1	201841_s_at	
HSPB3	1	206375_s_at	
NAV2-IT1	1	1561050_a_at	
STX18-AS1	1	1569330_at	
DHTKD1	2	209916_at:227094_at	
LOC101927760	2	240746_s_at:240745_at	
POLB	3	234352_x_at:234907_x_at:203616_at	
ALDH2	1	201425_at	
ZC3H7A	2	218348_s_at:226897_s_at	
ZC3H7B	5	206168_at:205877_s_at:213323_s_at:216844_at:206169_x_at	
NFKBIZ	2	223217_s_at:223218_s_at	
POLI	2	238992_at:219317_at	
POLL	1	221049_s_at	
POLK	3	223261_at:1555317_at:223260_s_at	
GUSB	2	230125_at:202605_at	
POLE	1	216026_s_at	
POLH	6	219380_x_at:1557700_at:233852_at:1557701_s_at:231115_at:222879_s_at	
POLG	3	217635_s_at:203366_at:217636_at	
FGB	2	204988_at:216238_s_at	
FGA	3	205649_s_at:205650_s_at:231671_at	
FGG	2	226621_at:219612_s_at	
CENATAC	1	227208_at	
CTPS2	2	219080_s_at:222819_at	
RNF208	1	221273_s_at	
CTPS1	1	202613_at	
LOC101927770	1	215861_at	
FGR	1	208438_s_at	
FAM189B	2	203550_s_at:1555515_a_at	
C5orf66-AS1	1	236444_x_at	
PALLD	4	1557535_at:200906_s_at:200897_s_at:200907_s_at	
RNF207	5	1568728_s_at:244591_x_at:1555870_at:244759_x_at:242882_at	
GCSAML	1	1552908_at	
CHMP3	3	217837_s_at:222436_s_at:222437_s_at	
KCNA10	1	208560_at	
CHMP6	1	218743_at	
CHMP7	1	212313_at	
CHMP5	2	218085_at:219356_s_at	
LOC101927787	1	1557026_at	
RGS18	1	223809_at	
PON3	1	213695_at	
RGS17	1	220334_at	
RGS19	1	204336_s_at	
RGS14	3	211021_s_at:204280_at:38290_at	
BAIAP2-DT	5	1566557_at:1566558_x_at:1558147_a_at:1558148_x_at:1566555_at	
RGS13	3	210258_at:1568751_at:1568752_s_at	
PON2	3	242700_at:201876_at:210830_s_at	
RGS16	3	242212_at:209325_s_at:209324_s_at	
PON1	2	206345_s_at:206344_at	
POMP	2	222402_at:217769_s_at	
PALM3	1	231018_at	
LCAT	2	204428_s_at:216390_at	
DLL1	2	227938_s_at:224215_s_at	
STRN4	1	217903_at	
HSPD1	5	243845_at:200806_s_at:241716_at:243372_at:200807_s_at	
STRN3	2	204496_at:215505_s_at	
DLL3	4	230568_x_at:219537_x_at:229755_x_at:222898_s_at	
DLL4	1	223525_at	
ACAN	4	205679_x_at:207692_s_at:217161_x_at:1554950_at	
IGFBPL1	1	227760_at	
PALMD	3	218736_s_at:222725_s_at:232187_at	
NRIP2	1	215104_at	
NRIP1	2	202600_s_at:202599_s_at	
RGS20	2	210138_at:1569303_s_at	
NRIP3	2	222900_at:219557_s_at	
RGS22	1	223691_at	
CLASP1	2	240757_at:212752_at	
CLASP2	6	238048_at:212306_at:212309_at:1555469_a_at:1558759_s_at:212308_at	
LOC101927798	2	1569841_x_at:1569840_at	
PTCD3	4	228512_at:228020_at:217895_at:228590_at	
POLQ	2	207746_at:219510_at	
PTCD1	3	215815_at:222796_at:218956_s_at	
PTCD2	2	219658_at:1555910_at	
NIFK	3	234167_at:224714_at:224713_at	
POLN	2	233454_at:242804_at	
POLM	1	222238_s_at	
LOC101927790	1	1563154_at	
LCA5	3	242006_at:244401_at:229953_x_at	
TSPEAR	3	1555049_at:1552570_at:1555048_a_at	
MEIS3	2	228327_x_at:1569402_at	
HSPE1	1	205133_s_at	
MEIS2	1	207480_s_at	
DLK1	2	235600_at:209560_s_at	
DLK2	1	220262_s_at	
POMC	1	205720_at	
MEIS1	2	204069_at:1559477_s_at	
POMK	1	1553246_a_at	
PMP22	4	210139_s_at:1565638_at:1565637_at:1565639_a_at	
RGS10	3	204319_s_at:204316_at:214000_s_at	
RGS12	10	209639_s_at:1555022_at:209638_x_at:1555032_at:205823_at:1555033_a_at:209637_s_at:214362_at:242079_at:214361_s_at	
RGS11	3	206107_at:211872_s_at:1554643_at	
POP5	1	204839_at	
POP7	1	209482_at	
POP1	1	213449_at	
POP4	2	227583_at:202868_s_at	
GRASLND	3	1556797_at:1559145_at:1556798_a_at	
FLJ12825	2	233008_at:1557296_at	
NOC2L	2	1559139_at:202115_s_at	
F11R	4	223000_s_at:221664_s_at:224097_s_at:222354_at	
ACCS	1	228264_at	
LOC389641	1	244886_at	
LDOC1	1	204454_at	
FRS2	3	226045_at:238486_at:221308_at	
FRS3	1	219907_at	
ACE2	2	219962_at:222257_s_at	
RABL3	3	226090_x_at:213970_at:226089_at	
THAP7-AS1	2	236403_at:239015_at	
NOBOX	1	234519_at	
LOC100131496	1	1558477_at	
RABL6	4	219828_at:223166_x_at:227714_s_at:225377_at	
FLG	1	215704_at	
CDCA2	2	226661_at:236957_at	
CDCA3	2	221436_s_at:223307_at	
CDCA4	1	218399_s_at	
CDCA5	1	224753_at	
LOC339352	1	1569835_at	
CDCA7	2	224428_s_at:230060_at	
CDCA8	1	221520_s_at	
LOC400541	1	1562568_at	
YWHAEP7	2	1563945_at:240979_at	
FUCA1	2	229137_at:202838_at	
FUCA2	1	223120_at	
FN1	7	216442_x_at:214701_s_at:211719_x_at:1558199_at:210495_x_at:214702_at:212464_s_at	
MAGOHB	2	222776_at:218894_s_at	
TPBGL	1	237393_at	
LOC100129129	2	1559870_at:1559871_s_at	
NNT-AS1	1	1558801_at	
B4GAT1	2	228203_at:203188_at	
CILP	1	206227_at	
F13B	1	207810_at	
ACHE	3	210332_at:205377_s_at:205378_s_at	
MTMR10	2	220286_at:225810_at	
MTMR12	2	220953_s_at:225232_at	
MTMR11	2	1556034_s_at:205076_s_at	
MTMR14	2	222143_s_at:232342_at	
CFAP97D1	1	231453_at	
PANX1	4	236372_at:227107_at:235295_at:204715_at	
PCMTD2	2	212406_s_at:237179_at	
PANX2	3	239067_s_at:244471_x_at:1552944_a_at	
PIN1P1	1	207582_at	
GGTLC1	1	211416_x_at	
CHAF1B	1	204775_at	
CHAF1A	4	203975_s_at:229808_at:203976_s_at:214426_x_at	
OLR1	1	210004_at	
CEP83-DT	1	237021_at	
LOC100130111	2	1557405_at:1557406_s_at	
NINL	1	207705_s_at	
PANX3	1	240955_at	
PCMTD1	5	244706_at:232382_s_at:235507_at:238114_at:226119_at	
SPHK2	2	40273_at:209857_s_at	
SPHK1	1	219257_s_at	
FOS	1	209189_at	
EPS15L1	6	243482_at:222112_at:231926_at:232438_at:221056_x_at:222113_s_at	
LOC102724587	1	240747_at	
SLC7A4	2	205864_at:214406_s_at	
SLC7A5	1	201195_s_at	
SLC7A6	3	203580_s_at:203579_s_at:203578_s_at	
SLC7A7	1	204588_s_at	
SLC7A8	5	202752_x_at:216604_s_at:216603_at:216092_s_at:217248_s_at	
SLC7A9	1	220135_s_at	
CINP	3	218267_at:217598_at:230223_at	
POT1	2	204354_at:204353_s_at	
ACSBG1	2	206465_at:206466_at	
NUP62CL	2	232960_at:220520_s_at	
CACUL1	6	227137_at:227258_at:227136_s_at:225192_at:227257_s_at:1560846_at	
ACSBG2	1	221716_s_at	
ELOF1	1	225156_at	
NIP7	2	219031_s_at:223397_s_at	
CIPC	1	225623_at	
LERFS	2	232897_at:1557584_at	
NOC4L	1	218860_at	
SLC7A1	5	212295_s_at:212292_at:212290_at:215979_s_at:206566_at	
SLC7A2	3	230658_at:207626_s_at:225516_at	
RAPGEF4-AS1	1	1563528_at	
SLC7A3	1	230597_at	
FRZB	4	244419_at:203697_at:203698_s_at:231273_x_at	
LOC100129175	1	1557879_at	
MFN1	3	217043_s_at:207098_s_at:211801_x_at	
MFN2	3	1566105_at:201155_s_at:216205_s_at	
P4HTM	1	222125_s_at	
GOLM2	3	1552719_at:224619_at:1559635_at	
HOXA10-AS	1	231365_at	
GOLM1	2	1558248_at:217771_at	
TRAPPC10	4	208184_s_at:209412_at:215269_at:1555446_s_at	
NOC3L	1	218889_at	
RABIF	2	204477_at:204478_s_at	
TTC30B	2	243413_at:1554588_a_at	
TTC30A	1	213679_at	
YPEL1	3	213996_at:228788_at:228296_at	
CRLF3	1	205474_at	
YPEL5	2	217783_s_at:222408_s_at	
YPEL4	1	235916_at	
FRYL	6	212548_s_at:1563687_a_at:212546_s_at:1554260_a_at:1562625_at:1562650_at	
CRLF1	1	206315_at	
FRK	2	207178_s_at:235924_at	
YPEL3	2	223179_at:232077_s_at	
MIXL1	1	231746_at	
YPEL2	5	242192_at:227020_at:229060_at:229051_at:1556420_s_at	
CRLF2	1	208303_s_at	
SLC27A1	1	226728_at	
PLOD3	1	202185_at	
PLOD2	2	202620_s_at:202619_s_at	
HIKESHI	2	219979_s_at:230326_s_at	
PLOD1	1	200827_at	
FRY	4	204072_s_at:214318_s_at:1555904_at:214319_at	
LOC100287290	2	240936_at:1565608_at	
ATXN3L	2	216543_at:216539_at	
ADORA3	2	223660_at:206171_at	
ADORA1	2	216220_s_at:205481_at	
CIR1	1	209571_at	
SYBU	1	218692_at	
BNIP3L	2	221478_at:221479_s_at	
TENM3-AS1	2	243688_at:232446_at	
CNTNAP3P2	1	220436_at	
CISH	3	223961_s_at:223377_x_at:221223_x_at	
FST	3	226847_at:204948_s_at:207345_at	
ATXN2L	3	228767_at:207798_s_at:201806_s_at	
ACLY	3	201128_s_at:210337_s_at:201127_s_at	
CLUHP3	3	219442_at:238910_at:238527_at	
MFNG	3	204153_s_at:213783_at:204152_s_at	
SLC27A6	1	219932_at	
LOC100652768	1	232248_at	
IL6ST	7	212195_at:204864_s_at:212196_at:234474_x_at:234967_at:204863_s_at:211000_s_at	
SLC27A3	1	222217_s_at	
SLC27A2	2	205768_s_at:205769_at	
SLC27A5	2	234948_at:219733_s_at	
FTL	2	213187_x_at:212788_x_at	
SLC27A4	1	225779_at	
COL17A1	1	204636_at	
FTO	1	209702_at	
CHODL	1	219867_at	
DLX1	2	1560100_at:242138_at	
LCN8	2	239369_at:1569614_s_at	
DLX2	2	215685_s_at:207147_at	
DLX3	1	231778_at	
DLX4	2	210259_s_at:208216_at	
DLX5	1	213707_s_at	
DLX6	3	242940_x_at:221289_at:239309_at	
LOC652276	1	1553130_at	
FTX	2	1558515_at:242121_at	
CYP2C19	1	216058_s_at	
CYP2C18	2	215103_at:208126_s_at	
CORO1A	1	209083_at	
CORO1B	2	64486_at:221754_s_at	
HSP90B1	4	200599_s_at:216449_x_at:200598_s_at:216450_x_at	
CORO1C	2	221676_s_at:222409_at	
IGSF22	1	1553857_at	
IGSF21	1	227154_at	
DHRS4-AS1	2	227446_s_at:224153_s_at	
RAB9BP1	1	208245_at	
GAPDHP62	1	238807_at	
SLC14A1	2	205856_at:229151_at	
ZFAND2A-DT	1	241847_at	
SLC14A2	1	208409_at	
FUS	6	215744_at:1565716_at:1565717_s_at:200959_at:217370_x_at:231108_at	
AGXT2	1	229229_at	
LBX1-AS1	1	244209_at	
ELOA2	1	220844_at	
FUZ	1	221187_s_at	
CORO2A	2	205538_at:227177_at	
CORO2B	1	209789_at	
NDC80	1	204162_at	
IGSF11	1	228375_at	
IGSF10	1	230670_at	
AURKAP1	1	202372_at	
DMXL1	2	203791_at:241472_at	
SYCN	1	229995_at	
DMXL2	2	212820_at:215761_at	
LCN2	1	212531_at	
LCN1	1	207930_at	
ACO1	2	207071_s_at:237622_at	
ACO2	2	217307_at:200793_s_at	
LCN6	1	1559864_at	
NIT1	2	241395_at:202891_at	
NIT2	1	218557_at	
PTCSC1	1	233111_at	
MCFD2	3	212245_at:212246_at:1559309_at	
TOB1-AS1	1	241405_at	
CPEB2-DT	1	1561471_at	
RLBP1	1	206154_at	
CDC73	3	218578_at:235196_at:229828_at	
ACP6	2	218795_at:242270_at	
ACP4	1	241715_x_at	
ACP5	1	204638_at	
ACP2	1	202767_at	
ACP3	3	231711_at:237030_at:204393_s_at	
ACP1	4	201629_s_at:201630_s_at:215227_x_at:1554808_at	
EIF5A	3	201122_x_at:213753_x_at:201123_s_at	
EIF5B	6	201024_x_at:214314_s_at:201025_at:201027_s_at:214313_s_at:201026_at	
FKSG49	4	208120_x_at:211454_x_at:224284_x_at:224288_x_at	
COMMD10	4	242980_at:222637_at:235481_at:218439_s_at	
LOC100288590	1	1569790_at	
MFRP	1	224286_at	
SYF2	2	202553_s_at:1559979_at	
LCOR	2	228454_at:226520_at	
SLC24A3-AS1	1	1564444_at	
LCP2	6	205269_at:244251_at:244556_at:244598_at:205270_s_at:244578_at	
LCP1	1	208885_at	
FXN	2	230234_at:205565_s_at	
SCOC-AS1	2	1556736_at:235869_at	
MGRN1	1	212576_at	
SLC5A11	1	237254_at	
SLC5A12	3	214389_at:231424_at:1561951_at	
PIK3IP1-DT	1	242666_at	
LOC102724511	1	241046_at	
SLC5A10	1	239707_at	
RCHY1	4	212743_at:235300_x_at:212749_s_at:214281_s_at	
FSCB	1	224274_at	
EHBP1	2	212650_at:212653_s_at	
CDC42	5	226400_at:208727_s_at:210232_at:208728_s_at:214230_at	
CDC45	1	204126_s_at	
ATXN1L	2	226095_s_at:227373_at	
EIF4H	1	206621_s_at	
FYN	3	216033_s_at:212486_s_at:210105_s_at	
FSD2	1	237222_at	
FSD1	1	219170_at	
MIF-AS1	1	1556316_s_at	
EIF4E	5	201436_at:237718_at:201437_s_at:242674_at:201435_s_at	
EIF4B	3	211938_at:211937_at:219599_at	
NTRK1	1	208605_s_at	
GADD45GIP1	3	212891_s_at:212889_x_at:225495_x_at	
NTRK2	6	207152_at:221795_at:229463_at:214680_at:236095_at:221796_at	
CIZ1	4	211358_s_at:213976_at:205516_x_at:213977_s_at	
FGF7P6	1	1554741_s_at	
NTRK3	9	215025_at:228849_at:217377_x_at:1557795_s_at:215311_at:206462_s_at:215115_x_at:213960_at:217033_x_at	
CDC5L	4	209055_s_at:209056_s_at:209057_x_at:222179_at	
FGF7P3	1	231031_at	
TTC39C	3	1552307_a_at:230747_s_at:238480_at	
TTC39A	3	215562_at:210652_s_at:217101_at	
LOC340357	1	1562924_at	
TTC39B	3	242477_at:232000_at:236826_at	
EIF3M	5	202231_at:202232_s_at:240513_at:215190_at:239848_at	
MCM3AP	5	215582_x_at:215580_at:214514_at:212269_s_at:215581_s_at	
EIF3K	4	221494_x_at:236605_at:210501_x_at:212716_s_at	
EIF3L	1	217719_at	
EIF3I	1	208756_at	
EIF3J	2	208264_s_at:208985_s_at	
EIF3G	1	208887_at	
EIF3H	2	230570_at:201592_at	
EIF3E	2	235429_at:208697_s_at	
STUB1	3	227625_s_at:233049_x_at:217934_x_at	
FSBP	1	235846_at	
EIF3F	4	200023_s_at:226014_at:230479_at:200865_at	
ATXN10	2	208832_at:208833_s_at	
EIF3C	4	236700_at:200647_x_at:215230_x_at:210949_s_at	
EIF3D	1	200005_at	
EIF3A	3	200596_s_at:200595_s_at:200597_at	
PRKCQ-AS1	3	240015_at:232001_at:1561004_at	
EIF3B	6	211501_s_at:237457_at:236274_at:242550_at:203462_x_at:208688_x_at	
NFIA-AS2	3	1556510_at:1556511_a_at:231364_at	
PPAN	1	221649_s_at	
LCTL	1	1563899_at	
ACTB	6	200801_x_at:224594_x_at:AFFX-HSAC07/X00351_5_at:AFFX-HSAC07/X00351_3_at:AFFX-HSAC07/X00351_M_at:213867_x_at	
CDC20	1	202870_s_at	
SLC9A3-AS1	1	226125_at	
CDC23	2	223651_x_at:202892_at	
HYKK	1	236150_at	
PPAT	3	209434_s_at:235833_at:209433_s_at	
CDC26	1	225422_at	
CDC27	4	217880_at:217878_s_at:217879_at:217881_s_at	
LOC101926915	1	1557841_at	
LOC105377276	1	1558871_at	
PIEZO2	6	222908_at:1564015_at:1562488_at:219602_s_at:1563584_at:1565774_at	
PIEZO1	3	202771_at:1566111_at:1566110_at	
EPC1	4	238633_at:223875_s_at:225417_at:234969_s_at	
LOC101926913	2	244174_at:215627_at	
EIF2D	1	218253_s_at	
EPC2	1	225838_at	
ATP6V1E1	1	208678_at	
ATP6V1E2	2	1552286_at:1557372_at	
EIF2A	1	223015_at	
